"","DATA","COLETA","MICROCISTINAS","SAXITOXINAS","CILINDROSPERMOPSINA","Bacillariophyta","Cryptomonas sp.","Cylindrospermopsis raciborskii","Pseudanabaena sp","Aulacoseira granulata","Monoraphidium contortum","Aphanizomenon sp.","Dictyosphaerium sp.","Chroococcales","Planktothrix agardhii","Staurastrum sp.","Scenedesmus sp.","Aphanocapsa sp.","Tetraedron minimum","Geitlerinema sp.","Trachelomonas sp.","Planktolyngbya limnetica","Closterium sp.","Cyclotella sp.","Peridinium sp.","Sem Registro","Dolichospermum sp.","Merismopedia sp.","Desmodesmus sp.","Actinastrum sp.","Coelastrum sp.","Planktolyngbya sp.","Coelastrum pseudomicroporum","Oocystis sp.","Crucigenia sp.","Nephrocytium sp.","Micractinium sp.","Microcystis sp.","Anagnostidinema amphibium","Pseudanabaenaceae","Pseudanabaena cf. acicularis","Synechococcales","Pseudanabaena cf. raphidioides","Cylindrospermopsis phillippinensis","Phormidiaceae","Lagerheimia sp.","Chlorococcales","Coelomoron sp.","Aulacoseira sp.","Tetraedron sp.","Monactinus simplex","Merismopedia tenuissima","Synechocystis sp.","Euglena sp.","Euglenophyta","Botryococcus sp.","Cosmarium sp.","Crucigeniella sp.","Actinochloris sphaerica","Anabaenopsis sp.","Schroederia sp.","Coelastrum microporum","Romeria sp.","Coelastrum reticulatum","Chlamydomonas sp.","Kirchneriella sp.","Isthmochloron lobulatum","Planktothrix sp.","Tetraedron caudatum","Xantophyceae","Crucigenia tetrapedia","Anabaena sp.","Aphanocapsa delicatissima","Phacus sp.","Lagerheimia ciliata","Monoraphidium griffithii","Microcystis aeruginosa","Raphidiopsis sp.","Microcystis brasiliense","Stauridium tetras","Golenkinia sp.","Desmidiaceae","Fitoflagelado","Ankyra sp.","Chlorophyceae","Sphaerocavum sp.","Eucapsis sp.","Tetrastrum sp.","Coelosphaerium sp.","Komvophoron sp.","Scenedesmaceae","Limnococcus sp.","Anabaena/Aphanizomenon sp.","Pannus sp.","Cuspidothrix sp.","Planktothrix isothrix","Ankistrodesmus bibraianus","Microcystis protocystis","Tetrastrum heterocanthum","Cylindrospermopsis/Raphidiopsis sp.","Ankistrodesmus sp.","Cylindrospermopsis catemaco","Lepocinclis sp.","Strombomonas sp.","Tetraplektron sp.","Tetraplektron torsum","Pediastrum duplex","Phormidium sp.","Micractinaceae","Closteriopsis sp.","Dicloster sp.","Volvocales","Centritractus belanophorus","Treubaria sp.","Anathece sp.","Eudorina sp.","Pseudostaurastrum lobulatum","Microcystis panniformis","Paradoxia multiseta","Pseudanabaena mucicola","Quadrigulla sp.","Rhizosolenia sp.","Trachelomonas armata","Epigloesphaera sp.","Ophiocytium sp.","Radiocystis sp.","Snowella sp.","Chlamydophyceae","Euglena acus","Phacus longicauda","Microcystis weisenbergii","Mougeotia sp.","Aphanocapsa spp.","Euastrum sp.","Merismopedia glauca","Nostocaceae","Pediastrum sp.","Pediastrum tetras","Planktolyngbya contorta","Ankistrodesmus spiralis","Arthrospira sp.","Chlorella sp.","Coelastrum cf. microporum","Cuspidothrix issatschenkoi","Euglenophyceae","Staurodesmus sp.","Tetradinium sp.","Tetrallantos sp.","Trichodesmium iwanoffianum","Zygnemaphyceae","Aphanizomenonaceae","Chroococcus sp.","Cryptophyceae","Cymbella sp.","Dinobryon sp.","Dolichospermum spiroides","Geitlerinema splendidum","Golenkinia/Golenkiniopsis sp.","Onychonema sp.","Oscillatoria sp.","Oscillatoriaceae","Oscillatoriales","Pediastrum simplex","Phacus torta","Planktothricoides raciborskii","Planktothricoides sp.","Pseudanabaena galeata","Pseudoanabaena cf. galeata","Spirogyra sp.","Woronichinia sp."
"2018-12-04","2018-12-04","Acude Gaviao","< 0,15","0,13","0,09","     421.60","     210.80","  100130.00","   51667.10",NA,"     316.20","    1686.40",NA,NA,"   25296.00","     105.40","     421.60","    1686.40","     210.80",NA,NA,"    6324.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    8432.00","   33728.00",NA,"   18550.40","    3067.50","    1686.40",NA,NA,NA,NA,"    6324.00","     409.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    4908.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"     409.00",NA,NA,NA,NA,NA,NA,"   17595.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018-12-11","2018-12-11","Acude Gaviao","< 0,15","0,12","< 0,05","    1018.50","    5771.50","  156170.00","   90307.00",NA,"     339.50","   13580.00",NA,NA,"   40740.00",NA,"     679.00","   60295.20","     339.50",NA,"     339.50","   23765.00",NA,NA,NA,NA,"    4074.00",NA,NA,NA,NA,NA,NA,NA,"    1358.00",NA,NA,NA,NA,NA,"   35308.00","    9506.00","   13580.00",NA,NA,NA,NA,"   28518.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"     339.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018-12-13","2018-12-13","Acude Gaviao","< 0,15","0,03","",NA,NA,NA,NA,NA,"     125.10","    5004.00","    6230.00",NA,NA,NA,NA,"   87745.10",NA,NA,NA,NA,NA,NA,"     250.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    1376.10",NA,NA,NA,NA,"    2627.10","    6004.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"     625.50",NA,NA,NA,NA,NA,NA,NA,"    9507.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018-12-18","2018-12-18","Acude Gaviao","<0,15","0,09","<0,05","     244.20",NA,"   59829.00","   22820.50",NA,"     122.10",NA,"     732.60",NA,NA,NA,NA,NA,NA,NA,NA,"    2442.00",NA,"     127.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   17948.70","   24420.00",NA,"    1953.60","    1465.20",NA,"    6105.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018-12-20","2018-12-20","Acude Gaviao","<0,15","0,05","","     179.60","    4130.80","     898.00",NA,NA,"     359.20",NA,"    1436.80",NA,NA,NA,"    5028.80","  312055.00","      89.80",NA,"    2514.40",NA,NA,"     179.60","     359.20",NA,NA,NA,"     898.00",NA,NA,NA,NA,NA,NA,NA,"     179.60","    1167.40",NA,NA,"    3592.00","    4400.20",NA,NA,NA,NA,"    4490.00","   16164.00","    1077.60",NA,"     718.40",NA,NA,NA,NA,NA,NA,"     359.20",NA,NA,NA,"     718.40",NA,NA,NA,NA,NA,NA,"      89.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018-12-26","2018-12-26","Acude Gaviao","<0,15","0,09","0,06","     679.20","    2886.60","   52638.00","   46355.40","    2377.20",NA,NA,NA,NA,"   61128.00",NA,"     339.60","   10867.20",NA,NA,"     339.60","   10188.00",NA,"     169.80",NA,NA,NA,"    3528.00",NA,NA,NA,"    8820.00",NA,NA,NA,NA,NA,NA,"   27168.00",NA,"    6792.00","    1698.00","    2716.80",NA,NA,NA,NA,"    9169.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    9508.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018-12-27","2018-12-27","Acude Gaviao","<0,15","<0,02","","      65.40","     436.00","    1090.00",NA,"      43.60","     152.60",NA,NA,NA,NA,"      21.80","     532.20","   13420.10",NA,NA,"      43.60","     872.00",NA,"      21.80","     218.00",NA,NA,NA,"     305.20",NA,NA,NA,NA,NA,NA,NA,NA,"    3488.00",NA,NA,NA,"     545.00",NA,NA,NA,NA,"     412.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    1242.60",NA,NA,NA,NA,"      21.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"      21.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-01-03","2019-01-03","Acude Gaviao","<0,1","0,05","0,06","     164.80","     329.60","    1648.00",NA,NA,NA,NA,NA,NA,NA,"     164.80",NA,"  161586.40","     164.80",NA,"     329.60","    4944.00",NA,"    1318.40","     164.80",NA,NA,NA,NA,NA,NA,NA,NA,"     659.20",NA,NA,NA,NA,"   13184.00",NA,"   15820.80","   19083.80","    1318.40",NA,NA,NA,"    4944.00",NA,NA,NA,"    1318.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   25049.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-01-10","2019-01-10","Acude Gaviao","","","","     724.50","    1035.00","   90045.00","   21610.80","     207.00","     414.00","    4968.00",NA,NA,"   18630.00",NA,NA,"    3312.00",NA,NA,NA,"    2070.00",NA,"     103.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,"     414.00",NA,NA,NA,"   16146.00","   20700.00",NA,"   12420.00","    6831.00","    5796.00","    1035.00",NA,NA,NA,"    1656.00",NA,"      55.80","     446.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"      55.80",NA,NA,NA,NA,NA,NA,"     223.20",NA,NA,"    8928.00",NA,NA,NA,"     558.00",NA,NA,NA,"    1339.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-01-15","2019-01-15","Acude Gaviao","< 0,1","0,11","0,17","     559.80","     746.40","   96099.00","   13267.30","     373.20","     186.60","    1492.80","    1483.50",NA,"   22392.00",NA,NA,"    2799.00",NA,NA,"     203.40","    5598.00",NA,NA,"      93.30",NA,NA,NA,"     203.40","     559.80",NA,"    2034.00",NA,NA,NA,NA,NA,"     813.60",NA,NA,"    6717.60","    7090.80","    2239.20",NA,NA,NA,NA,"   20152.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    1679.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-01-18","2019-01-18","Acude Gaviao","< 0,1","< 0,02","",NA,"     445.20",NA,NA,NA,"      21.20",NA,NA,NA,NA,NA,NA,"    7331.00",NA,NA,NA,"    1484.00",NA,NA,NA,NA,NA,"     678.40","      42.40",NA,NA,NA,NA,NA,NA,NA,NA,"     848.00",NA,NA,NA,"    3816.00",NA,NA,NA,NA,"     593.60",NA,"     508.80","      21.20",NA,NA,NA,NA,NA,"    1272.00",NA,NA,NA,NA,NA,NA,"      84.80","   12974.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"     339.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-01-24","2019-01-24","Acude Gaviao","< 0,1","< 0,02","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-01-29","2019-01-29","Acude Gaviao","< 0,1","0,06","0,17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-01-31","2019-01-31","Acude Gaviao","< 0,1","0,17","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-02-05","2019-02-05","Acude Gaviao","< 0,1","0,12","0,78","     231.00","     924.00","  132825.00","   96604.20","     231.00","     577.50","    7392.00","     924.00",NA,"   55440.00",NA,NA,"     924.00","     115.50",NA,NA,"    4620.00",NA,NA,NA,NA,NA,"   11088.00",NA,NA,"     462.00",NA,NA,NA,NA,NA,NA,NA,"   23100.00",NA,"   28644.00","    5082.00","   13860.00","    4620.00",NA,NA,NA,"    9216.90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-02-07","2019-02-07","Acude Gaviao","0,12","0,04","0,15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
